latency,packet_loss,congestion,active_users,traffic_type,decision
68,2.92,4,258,EMERGENCY,HIGH
130,2.2,10,314,RURAL,HIGH
50,1.68,4,61,RURAL,MEDIUM
54,3.2,6,70,EMERGENCY,HIGH
75,1.32,10,461,RURAL,HIGH
128,1.52,8,430,NORMAL,HIGH
83,3.63,2,416,EMERGENCY,HIGH
74,0.61,6,293,EMERGENCY,HIGH
136,0.57,10,214,NORMAL,HIGH
134,3.21,1,231,NORMAL,LOW
29,2.7,5,402,NORMAL,LOW
138,2.97,4,83,RURAL,MEDIUM
115,1.29,3,436,RURAL,MEDIUM
113,1.59,8,226,RURAL,HIGH
31,3.82,10,261,EMERGENCY,HIGH
79,2.55,8,360,EMERGENCY,HIGH
87,2.33,10,478,NORMAL,HIGH
96,1.2,6,115,NORMAL,LOW
61,1.85,4,432,EMERGENCY,HIGH
122,0.5,5,491,RURAL,MEDIUM
118,3.83,8,370,RURAL,HIGH
59,4.74,1,227,RURAL,MEDIUM
97,2.98,3,197,EMERGENCY,HIGH
126,1.12,8,233,RURAL,HIGH
105,1.79,2,297,EMERGENCY,HIGH
115,1.49,7,386,RURAL,MEDIUM
39,3.05,10,34,RURAL,HIGH
124,0.34,6,305,RURAL,MEDIUM
68,4.77,1,151,NORMAL,LOW
35,2.81,9,453,NORMAL,HIGH
144,2.17,4,407,EMERGENCY,HIGH
143,1.16,6,314,NORMAL,LOW
80,4.49,10,427,EMERGENCY,HIGH
39,3.03,10,109,RURAL,HIGH
42,0.86,4,133,EMERGENCY,HIGH
43,4.06,2,142,RURAL,MEDIUM
91,3.28,6,309,EMERGENCY,HIGH
117,4.95,3,189,EMERGENCY,HIGH
115,3.15,4,17,RURAL,MEDIUM
118,1.94,7,432,NORMAL,LOW
69,2.35,9,470,NORMAL,HIGH
100,1.26,1,491,EMERGENCY,HIGH
70,0.83,4,319,EMERGENCY,HIGH
60,0.06,1,204,EMERGENCY,HIGH
114,1.65,2,43,EMERGENCY,HIGH
121,0.54,10,446,RURAL,HIGH
25,3.68,8,111,NORMAL,HIGH
23,3.97,5,93,RURAL,MEDIUM
139,1.43,9,323,RURAL,HIGH
93,4.9,10,23,EMERGENCY,HIGH
52,4.88,10,25,NORMAL,HIGH
48,2.31,4,450,NORMAL,LOW
45,1.41,9,264,RURAL,HIGH
55,1.81,5,57,EMERGENCY,HIGH
78,2.22,1,482,EMERGENCY,HIGH
45,3.32,8,181,NORMAL,HIGH
138,0.61,6,346,NORMAL,LOW
44,0.68,8,27,RURAL,HIGH
149,1.46,3,230,RURAL,MEDIUM
129,4.51,3,72,NORMAL,LOW
100,3.4,8,364,NORMAL,HIGH
21,2.51,4,419,NORMAL,LOW
36,3.29,2,98,EMERGENCY,HIGH
72,2.19,3,53,NORMAL,LOW
52,2.41,9,454,NORMAL,HIGH
145,2.25,5,15,EMERGENCY,HIGH
63,0.04,2,380,RURAL,MEDIUM
34,4.11,9,490,RURAL,HIGH
122,4.08,4,21,NORMAL,LOW
55,0.93,8,390,NORMAL,HIGH
25,2.93,4,369,EMERGENCY,HIGH
72,3.8,7,420,EMERGENCY,HIGH
116,1.85,2,60,NORMAL,LOW
40,2.24,6,208,EMERGENCY,HIGH
73,3.28,10,395,RURAL,HIGH
74,0.82,5,114,EMERGENCY,HIGH
90,0.42,5,21,EMERGENCY,HIGH
57,3.47,8,283,EMERGENCY,HIGH
119,2.41,7,30,RURAL,MEDIUM
67,4.67,2,334,NORMAL,LOW
92,0.77,9,155,RURAL,HIGH
136,3.88,3,447,RURAL,MEDIUM
79,0.82,3,113,NORMAL,LOW
91,4.12,9,492,EMERGENCY,HIGH
38,1.38,5,421,EMERGENCY,HIGH
22,4.36,10,334,EMERGENCY,HIGH
20,0.24,10,409,EMERGENCY,HIGH
144,4.48,6,228,EMERGENCY,HIGH
140,3.08,2,74,RURAL,MEDIUM
56,2.8,3,148,RURAL,MEDIUM
25,1.61,7,443,NORMAL,LOW
56,2.14,6,283,NORMAL,LOW
52,2.25,3,320,EMERGENCY,HIGH
88,0.81,8,207,NORMAL,HIGH
49,3.81,2,286,NORMAL,LOW
33,1.29,8,447,NORMAL,HIGH
149,0.19,1,335,NORMAL,LOW
84,1.39,9,53,NORMAL,HIGH
56,4.92,6,165,EMERGENCY,HIGH
79,0.45,3,388,NORMAL,LOW
97,1.76,4,11,NORMAL,LOW
120,3.92,5,437,RURAL,MEDIUM
138,4.14,9,450,RURAL,HIGH
107,3.6,1,242,NORMAL,LOW
26,4.66,4,176,RURAL,MEDIUM
26,3.87,1,98,RURAL,MEDIUM
99,4.09,6,281,NORMAL,LOW
78,4.21,10,140,NORMAL,HIGH
150,0.38,6,168,RURAL,MEDIUM
119,2.59,3,457,EMERGENCY,HIGH
60,1.08,10,491,RURAL,HIGH
42,1.68,8,255,EMERGENCY,HIGH
63,2.87,6,271,RURAL,MEDIUM
69,2.23,9,81,NORMAL,HIGH
35,3.06,9,477,NORMAL,HIGH
103,0.78,3,439,EMERGENCY,HIGH
29,4.91,1,343,EMERGENCY,HIGH
91,2.89,8,373,EMERGENCY,HIGH
23,4.54,9,417,NORMAL,HIGH
150,4.92,2,266,NORMAL,LOW
120,4.48,2,90,NORMAL,LOW
65,3.08,10,143,NORMAL,HIGH
57,3.72,1,306,NORMAL,LOW
23,2.92,4,57,RURAL,MEDIUM
103,4.1,8,36,NORMAL,HIGH
144,4.19,5,419,NORMAL,LOW
103,3.72,8,369,EMERGENCY,HIGH
30,4.09,1,172,EMERGENCY,HIGH
38,1.77,9,148,EMERGENCY,HIGH
24,4.18,7,231,EMERGENCY,HIGH
86,0.59,1,127,EMERGENCY,HIGH
49,4.73,3,81,NORMAL,LOW
26,0.82,2,155,NORMAL,LOW
123,2.47,9,398,NORMAL,HIGH
59,3.99,1,217,RURAL,MEDIUM
123,3.52,7,395,EMERGENCY,HIGH
134,1.73,9,46,EMERGENCY,HIGH
59,4.14,7,413,NORMAL,LOW
22,4.24,2,257,RURAL,MEDIUM
109,3.42,4,149,EMERGENCY,HIGH
125,1.03,6,349,NORMAL,LOW
67,1.77,9,384,EMERGENCY,HIGH
52,0.09,5,476,RURAL,MEDIUM
136,4.97,4,179,EMERGENCY,HIGH
112,2.43,10,438,NORMAL,HIGH
122,3.26,7,270,RURAL,MEDIUM
150,3.15,3,354,RURAL,MEDIUM
139,2.91,8,414,NORMAL,HIGH
115,0.59,6,189,RURAL,MEDIUM
130,1.11,2,141,RURAL,MEDIUM
108,0.96,6,451,NORMAL,LOW
135,4.1,10,393,NORMAL,HIGH
66,1.88,2,245,NORMAL,LOW
99,1.2,4,426,EMERGENCY,HIGH
118,3.2,5,353,EMERGENCY,HIGH
40,1.66,9,45,EMERGENCY,HIGH
81,0.44,6,496,NORMAL,LOW
28,2.36,10,63,NORMAL,HIGH
150,1.18,5,320,RURAL,MEDIUM
55,4.64,7,126,RURAL,MEDIUM
88,4.52,10,167,NORMAL,HIGH
41,4.31,10,97,RURAL,HIGH
49,4.0,2,211,NORMAL,LOW
85,3.8,1,234,RURAL,MEDIUM
127,3.08,3,342,NORMAL,LOW
135,4.52,1,98,RURAL,MEDIUM
131,1.5,1,65,RURAL,MEDIUM
27,4.36,1,47,EMERGENCY,HIGH
66,2.65,4,432,RURAL,MEDIUM
76,2.12,1,82,NORMAL,LOW
60,2.62,6,493,EMERGENCY,HIGH
44,0.99,7,232,RURAL,MEDIUM
102,0.37,1,178,NORMAL,LOW
92,4.86,2,462,NORMAL,LOW
89,2.46,2,97,RURAL,MEDIUM
143,4.72,5,65,NORMAL,LOW
25,2.56,6,491,NORMAL,LOW
139,2.29,2,22,RURAL,MEDIUM
39,3.9,8,179,EMERGENCY,HIGH
96,1.31,8,168,RURAL,HIGH
53,1.82,8,192,NORMAL,HIGH
37,4.4,3,423,EMERGENCY,HIGH
127,1.75,7,368,EMERGENCY,HIGH
132,1.11,5,265,RURAL,MEDIUM
24,3.57,4,164,EMERGENCY,HIGH
105,0.02,5,151,RURAL,MEDIUM
96,0.63,8,388,EMERGENCY,HIGH
51,4.62,6,201,RURAL,MEDIUM
121,3.76,6,102,EMERGENCY,HIGH
63,4.51,6,44,NORMAL,LOW
51,3.48,1,21,EMERGENCY,HIGH
60,1.55,2,100,NORMAL,LOW
74,3.01,4,331,NORMAL,LOW
73,1.86,2,460,NORMAL,LOW
102,1.39,3,264,RURAL,MEDIUM
50,1.86,8,253,RURAL,HIGH
20,1.79,10,325,EMERGENCY,HIGH
106,2.69,4,387,EMERGENCY,HIGH
31,4.88,8,139,EMERGENCY,HIGH
64,2.97,8,223,NORMAL,HIGH
95,0.54,6,236,NORMAL,LOW
68,0.76,2,453,EMERGENCY,HIGH
102,1.14,6,205,NORMAL,LOW
98,3.08,10,200,EMERGENCY,HIGH
80,0.1,5,192,EMERGENCY,HIGH
137,1.42,1,131,NORMAL,LOW
141,2.32,2,85,EMERGENCY,HIGH
132,4.83,1,399,NORMAL,LOW
146,1.5,7,237,RURAL,MEDIUM
25,2.21,1,355,NORMAL,LOW
150,1.99,2,61,RURAL,MEDIUM
91,4.04,9,187,EMERGENCY,HIGH
35,1.71,9,138,RURAL,HIGH
35,2.91,3,459,EMERGENCY,HIGH
20,3.53,1,367,RURAL,MEDIUM
74,2.78,5,296,RURAL,MEDIUM
74,0.18,2,177,EMERGENCY,HIGH
137,0.05,1,424,EMERGENCY,HIGH
93,0.77,4,445,RURAL,MEDIUM
74,3.76,10,299,EMERGENCY,HIGH
124,1.68,5,314,NORMAL,LOW
20,3.08,6,263,EMERGENCY,HIGH
136,0.43,1,208,EMERGENCY,HIGH
100,4.33,6,78,NORMAL,LOW
107,0.28,4,461,RURAL,MEDIUM
86,2.93,6,489,RURAL,MEDIUM
118,3.06,2,299,RURAL,MEDIUM
125,3.57,8,401,RURAL,HIGH
48,0.38,3,213,EMERGENCY,HIGH
26,4.98,6,21,RURAL,MEDIUM
58,1.55,10,179,RURAL,HIGH
50,0.78,3,136,EMERGENCY,HIGH
111,3.98,2,27,EMERGENCY,HIGH
77,4.32,3,147,NORMAL,LOW
69,0.52,10,33,RURAL,HIGH
37,3.19,6,210,RURAL,MEDIUM
80,2.06,9,151,RURAL,HIGH
84,3.89,7,492,NORMAL,LOW
84,1.26,8,290,RURAL,HIGH
44,2.7,3,290,EMERGENCY,HIGH
58,1.48,1,278,RURAL,MEDIUM
150,0.85,1,337,NORMAL,LOW
56,4.35,6,440,NORMAL,LOW
83,3.83,5,285,RURAL,MEDIUM
58,3.19,7,497,RURAL,MEDIUM
58,2.69,1,106,NORMAL,LOW
48,0.47,5,238,EMERGENCY,HIGH
31,2.57,6,323,EMERGENCY,HIGH
117,4.97,5,421,NORMAL,LOW
99,4.86,2,206,NORMAL,LOW
146,4.15,8,21,NORMAL,HIGH
35,1.86,9,259,EMERGENCY,HIGH
138,1.27,5,125,RURAL,MEDIUM
28,3.0,2,211,EMERGENCY,HIGH
107,4.76,3,198,NORMAL,LOW
96,3.12,9,220,EMERGENCY,HIGH
106,4.3,9,496,EMERGENCY,HIGH
31,0.7,7,392,EMERGENCY,HIGH
68,1.14,6,201,EMERGENCY,HIGH
72,1.61,8,36,NORMAL,HIGH
95,4.13,3,464,EMERGENCY,HIGH
101,0.05,6,299,RURAL,MEDIUM
51,1.87,4,32,NORMAL,LOW
64,2.79,1,75,EMERGENCY,HIGH
55,3.54,10,427,EMERGENCY,HIGH
98,2.07,3,385,NORMAL,LOW
147,0.07,6,239,RURAL,MEDIUM
49,4.18,5,481,NORMAL,LOW
132,4.02,2,342,EMERGENCY,HIGH
150,1.81,1,20,RURAL,MEDIUM
23,2.01,4,59,RURAL,MEDIUM
65,4.22,4,477,RURAL,MEDIUM
134,3.68,2,419,EMERGENCY,HIGH
47,3.29,8,359,EMERGENCY,HIGH
137,0.13,6,482,EMERGENCY,HIGH
142,2.62,5,323,NORMAL,LOW
75,1.35,8,201,RURAL,HIGH
86,0.31,3,472,RURAL,MEDIUM
25,1.86,2,293,NORMAL,LOW
119,2.18,10,42,NORMAL,HIGH
103,3.36,3,98,NORMAL,LOW
92,0.65,10,283,NORMAL,HIGH
92,2.27,6,225,RURAL,MEDIUM
26,4.6,8,471,EMERGENCY,HIGH
91,1.16,2,293,RURAL,MEDIUM
23,3.37,1,102,EMERGENCY,HIGH
75,2.91,4,456,RURAL,MEDIUM
78,0.2,4,398,NORMAL,LOW
122,3.73,7,94,RURAL,MEDIUM
59,2.47,5,493,EMERGENCY,HIGH
50,4.98,2,175,EMERGENCY,HIGH
121,2.82,1,135,RURAL,MEDIUM
34,0.44,3,456,RURAL,MEDIUM
134,3.75,8,367,NORMAL,HIGH
86,0.88,8,307,RURAL,HIGH
60,4.47,1,431,NORMAL,LOW
33,3.75,10,393,RURAL,HIGH
85,0.11,9,356,RURAL,HIGH
97,0.13,1,28,EMERGENCY,HIGH
41,4.23,3,276,EMERGENCY,HIGH
116,2.79,10,24,RURAL,HIGH
98,1.28,3,93,NORMAL,LOW
101,1.55,9,264,EMERGENCY,HIGH
121,0.35,6,363,EMERGENCY,HIGH
117,0.0,7,401,EMERGENCY,HIGH
31,1.3,6,61,RURAL,MEDIUM
147,3.99,8,122,EMERGENCY,HIGH
92,0.25,8,437,EMERGENCY,HIGH
77,1.03,8,89,RURAL,HIGH
135,2.31,4,214,EMERGENCY,HIGH
100,1.36,6,490,RURAL,MEDIUM
131,4.69,1,149,NORMAL,LOW
71,0.16,3,183,NORMAL,LOW
83,3.14,9,287,EMERGENCY,HIGH
82,4.72,7,107,RURAL,MEDIUM
125,3.23,2,104,NORMAL,LOW
98,4.75,5,441,EMERGENCY,HIGH
99,0.95,1,436,RURAL,MEDIUM
52,0.63,8,324,RURAL,HIGH
50,4.18,10,384,NORMAL,HIGH
118,3.69,2,426,RURAL,MEDIUM
32,4.7,10,394,RURAL,HIGH
20,4.36,2,417,EMERGENCY,HIGH
125,3.72,3,206,RURAL,MEDIUM
147,2.02,6,442,EMERGENCY,HIGH
60,1.06,3,463,NORMAL,LOW
133,0.82,9,115,RURAL,HIGH
59,1.04,10,185,RURAL,HIGH
131,4.44,4,186,RURAL,MEDIUM
22,4.66,2,70,EMERGENCY,HIGH
59,2.63,2,460,EMERGENCY,HIGH
109,1.36,10,493,EMERGENCY,HIGH
147,4.16,2,241,EMERGENCY,HIGH
22,2.92,7,322,EMERGENCY,HIGH
73,4.45,2,215,EMERGENCY,HIGH
48,0.87,3,200,RURAL,MEDIUM
127,2.06,4,45,EMERGENCY,HIGH
70,3.07,7,247,RURAL,MEDIUM
120,4.49,1,451,NORMAL,LOW
50,1.25,8,292,NORMAL,HIGH
45,0.33,10,30,EMERGENCY,HIGH
111,3.19,8,114,NORMAL,HIGH
137,2.57,8,415,RURAL,HIGH
96,0.96,8,187,NORMAL,HIGH
90,4.35,6,330,NORMAL,LOW
110,3.01,8,373,NORMAL,HIGH
67,3.91,7,343,NORMAL,LOW
41,0.19,8,158,RURAL,HIGH
35,0.59,1,234,EMERGENCY,HIGH
85,1.25,9,268,RURAL,HIGH
79,0.58,1,107,RURAL,MEDIUM
23,3.21,6,130,EMERGENCY,HIGH
90,1.84,7,94,NORMAL,LOW
66,4.67,5,156,NORMAL,LOW
70,1.56,3,26,EMERGENCY,HIGH
95,3.86,1,48,RURAL,MEDIUM
69,4.59,7,186,RURAL,MEDIUM
57,3.39,5,494,EMERGENCY,HIGH
88,4.3,7,183,RURAL,MEDIUM
21,3.1,9,25,EMERGENCY,HIGH
127,2.92,8,314,NORMAL,HIGH
133,4.51,9,254,RURAL,HIGH
71,0.05,4,464,NORMAL,LOW
36,4.17,4,56,NORMAL,LOW
114,1.4,10,485,EMERGENCY,HIGH
142,0.42,3,126,EMERGENCY,HIGH
113,0.19,10,360,EMERGENCY,HIGH
69,3.89,5,90,RURAL,MEDIUM
64,2.41,4,175,NORMAL,LOW
117,3.87,9,17,EMERGENCY,HIGH
129,3.24,5,220,RURAL,MEDIUM
30,1.92,1,374,NORMAL,LOW
37,1.43,7,455,NORMAL,LOW
53,1.3,2,478,EMERGENCY,HIGH
85,3.31,7,117,NORMAL,LOW
68,1.91,3,166,RURAL,MEDIUM
44,2.52,7,281,NORMAL,LOW
41,1.59,6,463,RURAL,MEDIUM
37,3.76,3,136,NORMAL,LOW
55,1.37,5,165,EMERGENCY,HIGH
69,2.49,8,379,NORMAL,HIGH
49,4.15,6,273,NORMAL,LOW
91,0.94,3,365,NORMAL,LOW
128,1.86,6,106,RURAL,MEDIUM
123,4.34,7,398,NORMAL,LOW
27,3.88,8,327,RURAL,HIGH
31,3.44,5,367,EMERGENCY,HIGH
144,0.46,3,247,RURAL,MEDIUM
119,3.09,4,465,EMERGENCY,HIGH
24,0.63,4,293,NORMAL,LOW
50,0.58,5,299,EMERGENCY,HIGH
136,0.45,7,435,NORMAL,LOW
121,3.17,2,406,RURAL,MEDIUM
26,3.0,9,443,RURAL,HIGH
34,1.08,5,385,NORMAL,LOW
64,3.55,9,30,RURAL,HIGH
123,1.11,9,360,RURAL,HIGH
90,0.06,9,312,EMERGENCY,HIGH
125,3.39,9,477,EMERGENCY,HIGH
148,0.33,5,13,NORMAL,LOW
95,1.5,5,488,EMERGENCY,HIGH
105,1.92,2,438,RURAL,MEDIUM
150,0.23,5,343,NORMAL,LOW
43,2.51,3,199,NORMAL,LOW
85,2.64,7,397,NORMAL,LOW
111,2.83,6,196,EMERGENCY,HIGH
140,2.38,9,276,RURAL,HIGH
147,4.35,5,381,NORMAL,LOW
29,2.58,10,16,NORMAL,HIGH
54,0.76,5,338,EMERGENCY,HIGH
93,2.21,6,175,NORMAL,LOW
125,0.39,1,102,EMERGENCY,HIGH
128,3.34,1,342,NORMAL,LOW
79,3.68,2,488,RURAL,MEDIUM
96,1.72,7,163,NORMAL,LOW
94,0.74,2,498,EMERGENCY,HIGH
21,4.58,2,82,EMERGENCY,HIGH
84,3.1,10,56,NORMAL,HIGH
148,1.29,4,195,RURAL,MEDIUM
58,3.27,8,149,RURAL,HIGH
43,3.39,2,193,EMERGENCY,HIGH
140,2.91,2,152,NORMAL,LOW
109,3.15,1,149,EMERGENCY,HIGH
42,1.49,2,457,EMERGENCY,HIGH
38,2.97,6,495,EMERGENCY,HIGH
43,1.52,6,44,NORMAL,LOW
96,3.47,10,471,EMERGENCY,HIGH
78,0.67,3,170,EMERGENCY,HIGH
44,2.14,5,19,NORMAL,LOW
97,2.66,5,146,RURAL,MEDIUM
30,4.9,8,87,EMERGENCY,HIGH
142,3.67,8,494,RURAL,HIGH
106,0.0,8,483,NORMAL,HIGH
52,3.71,6,25,EMERGENCY,HIGH
27,0.73,3,87,NORMAL,LOW
77,4.48,2,236,EMERGENCY,HIGH
42,3.44,5,422,EMERGENCY,HIGH
40,4.15,7,200,NORMAL,LOW
92,3.07,6,156,EMERGENCY,HIGH
72,1.14,8,361,EMERGENCY,HIGH
48,4.05,7,360,NORMAL,LOW
38,2.29,1,276,NORMAL,LOW
59,4.33,8,146,RURAL,HIGH
84,2.61,9,81,EMERGENCY,HIGH
55,0.58,6,17,RURAL,MEDIUM
93,4.82,3,223,RURAL,MEDIUM
63,0.92,3,30,RURAL,MEDIUM
42,2.25,5,422,EMERGENCY,HIGH
53,0.13,3,278,NORMAL,LOW
64,2.76,1,417,EMERGENCY,HIGH
140,2.29,7,451,RURAL,MEDIUM
123,0.32,10,163,RURAL,HIGH
82,1.56,8,57,EMERGENCY,HIGH
122,2.7,8,338,RURAL,HIGH
127,0.23,8,430,NORMAL,HIGH
94,2.58,3,208,RURAL,MEDIUM
149,1.91,2,362,EMERGENCY,HIGH
89,1.96,5,27,RURAL,MEDIUM
102,3.87,2,230,RURAL,MEDIUM
33,3.36,4,452,NORMAL,LOW
134,3.72,1,296,EMERGENCY,HIGH
128,0.62,1,324,NORMAL,LOW
95,3.62,4,122,NORMAL,LOW
149,2.45,4,283,NORMAL,LOW
138,1.16,6,189,EMERGENCY,HIGH
58,1.82,3,272,RURAL,MEDIUM
148,1.13,4,128,EMERGENCY,HIGH
79,0.89,2,298,NORMAL,LOW
131,4.34,1,297,RURAL,MEDIUM
90,3.81,9,345,RURAL,HIGH
61,2.53,5,174,EMERGENCY,HIGH
68,0.64,4,202,RURAL,MEDIUM
53,2.0,7,372,RURAL,MEDIUM
134,1.15,7,317,NORMAL,LOW
122,4.04,3,80,EMERGENCY,HIGH
25,0.38,4,117,RURAL,MEDIUM
50,2.58,7,56,NORMAL,LOW
93,1.82,1,98,NORMAL,LOW
84,0.33,6,325,RURAL,MEDIUM
63,0.24,6,262,NORMAL,LOW
119,3.77,7,191,NORMAL,LOW
24,3.46,1,276,RURAL,MEDIUM
121,0.05,8,323,RURAL,HIGH
142,0.68,9,435,NORMAL,HIGH
88,3.34,10,260,RURAL,HIGH
26,4.29,3,220,NORMAL,LOW
83,1.6,7,356,NORMAL,LOW
45,2.78,2,174,NORMAL,LOW
24,0.14,3,460,EMERGENCY,HIGH
51,3.9,7,238,EMERGENCY,HIGH
135,4.75,6,387,RURAL,MEDIUM
39,0.8,1,411,RURAL,MEDIUM
37,4.78,5,321,EMERGENCY,HIGH
88,4.67,4,272,NORMAL,LOW
93,2.14,1,342,NORMAL,LOW
126,4.18,2,186,EMERGENCY,HIGH
109,4.78,1,391,RURAL,MEDIUM
138,0.08,10,69,NORMAL,HIGH
128,0.17,9,407,RURAL,HIGH
49,2.17,8,357,EMERGENCY,HIGH
144,3.29,2,332,RURAL,MEDIUM
41,3.32,6,101,NORMAL,LOW
59,3.38,6,107,EMERGENCY,HIGH
131,0.8,3,372,EMERGENCY,HIGH
68,3.86,10,389,NORMAL,HIGH
83,0.09,3,387,NORMAL,LOW
135,2.22,8,112,NORMAL,HIGH
144,4.17,3,18,EMERGENCY,HIGH
132,1.99,8,185,EMERGENCY,HIGH
141,0.75,1,431,NORMAL,LOW
45,4.29,2,114,NORMAL,LOW
37,4.35,2,262,RURAL,MEDIUM
29,0.21,3,480,NORMAL,LOW
77,4.31,9,111,NORMAL,HIGH
71,3.39,10,33,RURAL,HIGH
64,1.46,8,282,RURAL,HIGH
83,2.96,9,327,EMERGENCY,HIGH
104,2.18,5,324,EMERGENCY,HIGH
64,2.53,9,220,NORMAL,HIGH
147,1.0,3,187,EMERGENCY,HIGH
119,1.41,9,91,RURAL,HIGH
64,4.1,6,226,EMERGENCY,HIGH
105,2.25,9,255,NORMAL,HIGH
36,0.38,10,248,RURAL,HIGH
147,0.07,6,361,NORMAL,LOW
86,0.69,8,126,EMERGENCY,HIGH
103,2.48,3,13,NORMAL,LOW
45,3.5,10,43,RURAL,HIGH
126,4.93,4,494,EMERGENCY,HIGH
55,2.19,3,374,NORMAL,LOW
120,0.56,5,159,EMERGENCY,HIGH
56,0.77,3,342,NORMAL,LOW
57,2.48,9,403,RURAL,HIGH
21,3.25,7,374,NORMAL,LOW
34,1.39,1,98,RURAL,MEDIUM
25,4.8,6,147,EMERGENCY,HIGH
60,2.15,4,310,RURAL,MEDIUM
49,1.66,3,50,EMERGENCY,HIGH
146,3.12,3,272,RURAL,MEDIUM
60,1.08,6,371,NORMAL,LOW
31,0.29,9,334,EMERGENCY,HIGH
72,3.4,10,70,NORMAL,HIGH
102,3.71,10,367,NORMAL,HIGH
52,3.67,2,394,EMERGENCY,HIGH
70,1.63,8,113,RURAL,HIGH
83,4.34,4,208,RURAL,MEDIUM
70,1.13,3,241,NORMAL,LOW
30,4.98,1,161,EMERGENCY,HIGH
89,3.72,4,391,EMERGENCY,HIGH
132,0.75,7,154,EMERGENCY,HIGH
53,2.95,7,134,RURAL,MEDIUM
71,1.38,2,262,EMERGENCY,HIGH
93,0.25,6,467,RURAL,MEDIUM
87,1.66,7,104,EMERGENCY,HIGH
63,1.43,3,74,EMERGENCY,HIGH
22,2.35,8,223,NORMAL,HIGH
91,4.65,9,276,NORMAL,HIGH
96,3.14,7,281,EMERGENCY,HIGH
43,1.69,10,63,RURAL,HIGH
75,1.2,10,437,NORMAL,HIGH
59,3.95,8,71,RURAL,HIGH
85,0.21,5,73,RURAL,MEDIUM
57,2.02,1,13,NORMAL,LOW
104,4.66,6,447,EMERGENCY,HIGH
104,2.78,10,433,EMERGENCY,HIGH
143,4.94,10,358,EMERGENCY,HIGH
26,1.5,4,39,RURAL,MEDIUM
70,0.31,6,309,RURAL,MEDIUM
100,4.02,5,300,NORMAL,LOW
79,0.64,6,78,RURAL,MEDIUM
99,1.17,6,423,RURAL,MEDIUM
48,2.37,10,43,NORMAL,HIGH
137,3.34,6,437,EMERGENCY,HIGH
52,2.69,3,328,EMERGENCY,HIGH
97,3.97,2,463,NORMAL,LOW
105,3.95,6,329,EMERGENCY,HIGH
129,1.98,5,226,EMERGENCY,HIGH
75,3.39,2,273,NORMAL,LOW
74,2.03,3,442,EMERGENCY,HIGH
79,3.26,2,448,NORMAL,LOW
35,0.15,8,262,NORMAL,HIGH
49,0.48,5,424,NORMAL,LOW
76,1.41,6,105,EMERGENCY,HIGH
131,0.12,4,494,RURAL,MEDIUM
57,0.42,9,180,RURAL,HIGH
123,4.71,4,98,NORMAL,LOW
77,4.86,5,265,NORMAL,LOW
36,0.52,4,497,EMERGENCY,HIGH
42,0.88,4,407,EMERGENCY,HIGH
54,4.67,3,465,NORMAL,LOW
79,1.93,10,420,RURAL,HIGH
101,2.46,3,90,EMERGENCY,HIGH
85,4.78,2,484,RURAL,MEDIUM
128,2.7,3,58,EMERGENCY,HIGH
27,1.99,5,156,NORMAL,LOW
109,1.71,1,363,NORMAL,LOW
132,2.81,4,60,EMERGENCY,HIGH
101,0.33,5,405,NORMAL,LOW
86,3.55,4,15,NORMAL,LOW
147,4.82,10,338,NORMAL,HIGH
45,3.71,10,488,EMERGENCY,HIGH
141,0.72,1,30,NORMAL,LOW
89,1.22,9,476,NORMAL,HIGH
54,0.78,10,234,RURAL,HIGH
124,2.11,1,319,RURAL,MEDIUM
132,1.99,9,342,EMERGENCY,HIGH
119,4.63,6,175,NORMAL,LOW
21,3.73,6,210,EMERGENCY,HIGH
30,4.45,1,462,NORMAL,LOW
77,3.23,1,128,RURAL,MEDIUM
49,0.52,2,107,NORMAL,LOW
35,3.68,4,499,RURAL,MEDIUM
98,2.91,10,174,RURAL,HIGH
99,3.71,3,484,NORMAL,LOW
56,1.47,5,468,RURAL,MEDIUM
62,2.58,5,115,RURAL,MEDIUM
130,0.4,5,325,EMERGENCY,HIGH
62,4.29,3,220,EMERGENCY,HIGH
22,2.44,3,407,NORMAL,LOW
40,2.16,4,264,EMERGENCY,HIGH
83,4.56,7,197,NORMAL,LOW
49,4.33,3,46,NORMAL,LOW
97,1.47,5,92,EMERGENCY,HIGH
102,4.73,8,316,RURAL,HIGH
56,3.05,5,168,NORMAL,LOW
122,0.31,6,337,EMERGENCY,HIGH
44,1.41,10,422,NORMAL,HIGH
20,3.47,4,435,RURAL,MEDIUM
28,1.38,3,463,EMERGENCY,HIGH
28,3.33,7,55,EMERGENCY,HIGH
32,0.19,2,41,RURAL,MEDIUM
32,4.89,4,486,EMERGENCY,HIGH
25,0.17,9,186,NORMAL,HIGH
58,0.36,9,295,EMERGENCY,HIGH
31,0.66,10,295,EMERGENCY,HIGH
138,1.69,5,447,EMERGENCY,HIGH
60,2.82,8,205,NORMAL,HIGH
37,0.58,2,241,EMERGENCY,HIGH
32,0.17,8,53,NORMAL,HIGH
74,4.35,7,101,RURAL,MEDIUM
112,1.19,6,310,RURAL,MEDIUM
89,1.38,2,277,RURAL,MEDIUM
97,2.77,6,267,RURAL,MEDIUM
27,1.85,1,81,RURAL,MEDIUM
45,2.73,6,370,RURAL,MEDIUM
69,3.61,10,478,RURAL,HIGH
77,3.4,6,278,NORMAL,LOW
64,1.85,7,405,EMERGENCY,HIGH
